"id";"bookName";"author";"publication";"language";"location";"numberOfCopies";"createdDateTime";"lastUpdatedDateTime"
"8c22c1b9-d234-469d-8182-33c63ec97a2b";"Pravachan Ratnakar - Volume 9";"Param Pujya Kanjiswami na pravachan";"Shri Digambar Jain Swadhyay Mandir Trust";"Gujarati";"";1;"2021-08-15 17:39:13";"2021-08-15 17:39:13"
"8dbaf679-1537-4f82-9638-06da413fc0d5";"Krpadudev Pragat Aatmaswarup";"Jai Sachhidanand Sangh";"Jai Sachhidanand Sangh";"Gujarati";"";1;"2021-08-21 17:16:37";"2021-08-21 17:16:37"
"8de64682-8854-49ec-acf0-6ad8cf230ab4";"Sitayan";"Nanalal R Shah";"Nananlal R Shah";"Gujarati";"";1;"2021-08-21 16:37:59";"2021-08-21 16:37:59"
"8ea214e7-7914-4e57-800b-43b2fc2ef3c5";"Jain Dharma, SHrimad Rajchandra ane mahatma gandhi";"Kumarpad Desai";"Shrimad Rajchandra Nijabhyas Mandad ane vihar bhavan trust ";"Gujarati";"";1;"2021-08-21 15:34:46";"2021-08-21 15:34:46"
"91138994-40ca-4f5e-bb1a-562532d3c44f";"Aanthe Kothe Ajwada";"Sunandaben Vohra";"Sushrut Sahitya Prakashan";"Gujarati";"Rack 1 - Isle 2";1;"2021-08-21 16:53:49";"2021-08-21 16:53:49"
"92738cc9-8a9d-46e9-ada6-206a19e3d436";"Aagamdeep vol 7";"Muni Deep ratna sagar";"Navprabhat Printing press";"Gujarati";"Rack 1 - Isle 1";2;"2021-09-04 15:57:19";"2021-09-04 15:57:19"
"95308753-62be-4a8e-a79f-6d9c9b478d37";"Aadarniya Grahast Sant Pujyashri Popatlalbhai Mahokamchand";"Lalbhai Somchand Shah";"Mahendrabhai Maneklal Shah";"Gujarati";"";1;"2021-08-21 17:32:25";"2021-08-21 17:32:25"
"95812a71-5392-4613-aa5a-a6cdfb87b85f";"Jain Vishvakosh - Volume 1";"Padmashri Dr.Kumarpad Desai Shri Gunwant Barwadia";"Shri Uvasaggaharam Sadhna Trust";"Gujarati";"";1;"2021-08-15 18:02:36";"2021-08-15 18:02:36"
"96191ff7-2e1d-4bc4-8dc7-435f9fc97c39";"Pujya Pandit Bhadrankarvijayji na Sanidhyani Divya Pado";"Sanghvi Babubhai Girdharlal Kadivada";"Babubhai Kadivada Charitable Trust";"Gujarati";"";1;"2021-08-21 16:52:34";"2021-08-21 16:52:34"
"97aa8c6e-9327-45f2-ad4a-d869654fb2ab";"Pravachan Ratnakar - Volume 7";"Param Pujya Kanjiswami na pravachan";"Shri Digambar Jain Swadhyay Mandir Trust";"Gujarati";"";1;"2021-08-15 17:39:06";"2021-08-15 17:39:06"
"981b0422-0128-4a42-8ded-7b04150ffd4a";"Sansakar-Jivan Vigyan ane Adyatma";"JayantBhai Shah";"Shrimad Rajchandra Adhyatmik Sadhna Kendra";"Gujarati";"";1;"2021-08-15 17:31:19";"2021-08-15 17:31:19"
"9847a9a2-3707-4333-be73-a20ddcc2c469";"Sadhnasopan";"Pujya Shri Aatmanand Ji";"Shri satshrut seva sadhna Kendra Koba Gandhinagar";"Gujarati";"";1;"2021-08-21 16:50:33";"2021-08-21 16:50:33"
"999f39f7-5467-446b-96ad-9f7105e20ee4";"Dravya Sangrah";"Niranjana Vohra";"Antarrashtriya Jain Vidya Adhyayan Kendra";"Gujarati";"";1;"2021-08-21 17:25:34";"2021-08-21 17:25:34"
"9a171211-4219-498c-8b06-8b74a1ef999e";"Krambadha Paryay";"Dr. Hukumchand Bharill";"Pandit Todarmal Smarak Trust";"Gujarati";"Rack 1 - Isle 4";4;"2021-08-21 16:26:49";"2021-08-21 16:26:49"
"9a785db5-fbd9-49a2-8c62-2642157918b6";"Charittanuvali";"Subodhikabai Mahasatiji";"Sadhvi Subodhika Jain Trust tatha Shri Pran Mahila Mandad, Akola";"Gujarati";"";1;"2021-08-21 17:57:42";"2021-08-21 17:57:42"
"9b1d7adb-4380-486e-9bde-f0da158acce1";"Te utre bhav paar";"Sunandaben Vohra";"SW. Shri Sukhlal Keshavji Mehta Parivaar";"Gujarati";"Rack 1 - Isle 2";8;"2021-09-04 16:15:50";"2021-09-04 16:15:50"
"9c315a0b-96ed-4fbf-9562-390531bac4dd";"Aaptavani - Shreni 6";"Dr. Niruben Amin";"Jai Sacchidanand Sangh Vati";"Gujarati";"Rack 1 - Isle 3";1;"2021-09-04 17:53:32";"2021-09-04 17:53:32"
"9c8544f4-9759-4ece-b0df-78479eb46c5b";"Yog Shatak";"Dhirajlal Dahyalal Mehta";"Dhirajlal Dahyalal Mehta";"Gujarati";"";1;"2021-08-21 17:44:35";"2021-08-21 17:44:35"
"9ed6b872-3d6e-4fdd-8f9f-c648ba937da3";"Sambodhi Saar";"Yuvacharya Mahapragya";"Anekant Bharti Prakashan";"Gujarati";"Rack 1 - Isle 2";1;"2021-09-04 16:40:36";"2021-09-04 16:40:36"
"a2774d2e-8540-4bdc-9fde-79dec7759e5c";"Tatvagyan na Tipa Volume - 1";"Pravinbhai C. Shah";"Syscom Inc.";"Gujarati";"";1;"2021-08-21 16:28:21";"2021-08-21 16:28:21"
"a351f8ab-fdd8-49cf-b53d-aeaf8e13b6a2";"Tirthankar Shri Mahavir Ane Shrimad Rajchandra";"Pujya Saheb Shri Gangajibhai Mohta";"Shrimad Rajchandra Ashram Samiti Mumbai";"Gujarati";"";1;"2021-08-21 16:14:17";"2021-08-21 16:14:17"
"a5bbd89f-0952-44da-baae-bc3bf90ad5a9";"Aagamdeep vol 6";"Muni Deep ratna sagar";"Navprabhat Printing press";"Gujarati";"Rack 1 - Isle 1";2;"2021-09-04 15:57:11";"2021-09-04 15:57:11"
"a8b5374e-c082-4c60-85ab-319c28ba3367";"Shri PanchstikaySangrah";"Niranjana Vohra";"Antarrashtriya Jain Vidya Adhyayan Kendra";"Gujarati";"";1;"2021-08-21 17:24:53";"2021-08-21 17:24:53"
"aa883745-fe1b-4477-a33d-e75e099ff949";"Updeshmala Balavabodh - Uttarardh";"Dr. Kantibhai B Shah";"Saurashtra Kesari Pranguru Jain Philosophical And Literary Research Center";"Gujarati";"";1;"2021-08-21 18:03:39";"2021-08-21 18:03:39"
"abb2b774-e594-4319-8cd9-dc70e6ac6b50";"Charitra Darshan";"Dr. Pravin Darji";"Shri Mumbai Jain Yuvak Sangh Prakashan";"Gujarati";"";1;"2021-08-21 17:52:30";"2021-08-21 17:52:30"
"af16ee10-0af9-4b8a-bba9-2b6d7237e157";"Pudgal No Parihar : Parmarth Ni Prapti";"Sunandaben Vohra";"Gunanuragi Mitro America-Ahmedabad";"Gujarati";"Rack 1 - Isle 4";16;"2021-09-04 18:08:58";"2021-09-04 18:08:58"
"b2dcaa92-a186-41f9-8150-81c3a2df249a";"Prabhu Pratye";"Shrimad Rajchandra Aashram";"Shrimad Rajchandra Aashram";"Gujarati";"Rack 1 - Isle 3";4;"2021-09-04 16:46:34";"2021-09-04 16:46:34"
"b3d935d1-a2b3-449b-9ab4-a875c7a9877f";"Samkit Prapti no Mudmarg";"Shri Raichand Dhanji Ajani";"Shri Raichand Dhanji Ajani";"Gujarati";"";1;"2021-08-21 16:02:39";"2021-08-21 16:02:39"
